"seed","gamma3","break_mag","innov","criterion","method","nrmse_test","nrmse_cal","coverage","width","max_log10_cond","pmm2_share","pmm3_share","n_params","n_train","frac_outside_hull","maha_ratio"
75001,0,0.1,"gamma","MSE","PMM",10.894470856781,0.902123994862548,0.5696,4.10745540534208,3.25648964500531,0,0,108,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","MSE","LSE",10.894470856781,0.902123994862548,0.5696,4.10745540534208,3.25648964500531,0,0,108,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","MSE","ridge-LSE",3.25222048690619,0.902680753200148,0.7648,4.10287958688029,3.25984919087442,0,0,108,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","MSE","Huber",14.7826499907127,0.90426146956396,0.5432,4.22659229764413,3.39281706423452,0,0,108,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","MSE","L1",30.7984010542956,0.902059245170645,0.4816,4.11891164853242,2.86990546956479,0,0,108,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","ReserveTW4","PMM",0.874268814452406,0.901461009506908,0.9292,4.1222740501548,3.25648964500531,0,0,36,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","ReserveTW4","LSE",0.874268814452406,0.901461009506908,0.9292,4.1222740501548,3.25648964500531,0,0,36,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","ReserveTW4","ridge-LSE",0.874265336449432,0.901460768561284,0.9292,4.12225441594783,3.25984919087442,0,0,36,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","ReserveTW4","Huber",0.876915143908531,0.901540483547321,0.926,4.10234243823335,3.39281706423452,0,0,36,1500,0.61,9.57120150945278
75001,0,0.1,"gamma","ReserveTW4","L1",0.848077067014581,0.900813820054362,0.9336,4.06342586202201,2.86990546956479,0,0,36,1500,0.61,9.57120150945278
75002,0,0.1,"gamma","MSE","PMM",0.770218547814844,0.863977981083708,0.9124,3.73937356969457,3.61533456478008,0,0,72,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","MSE","LSE",0.770218547814844,0.863977981083708,0.9124,3.73937356969457,3.61533456478008,0,0,72,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","MSE","ridge-LSE",0.769932663777696,0.863980410807989,0.9124,3.73945743147153,3.61607867427857,0,0,72,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","MSE","Huber",0.757480531275242,0.863720373132387,0.9192,3.75670082108093,3.52353951137627,0,0,72,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","MSE","L1",1.19243947404256,0.864070615452228,0.856,3.64775993044534,3.56998239431023,0,0,108,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","ReserveTW4","PMM",1.4645852258637,0.865394593571835,0.748,3.68953163012055,3.61533456478008,0,0,108,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","ReserveTW4","LSE",1.4645852258637,0.865394593571835,0.748,3.68953163012055,3.61533456478008,0,0,108,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","ReserveTW4","ridge-LSE",1.44640242757611,0.865377243204556,0.7516,3.68941204830857,3.61607867427857,0,0,108,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","ReserveTW4","Huber",0.806965102241447,0.864807390437588,0.89,3.71596965123422,3.52353951137627,0,0,108,1500,0.7452,9.98899221439858
75002,0,0.1,"gamma","ReserveTW4","L1",0.73096755287898,0.863330028740274,0.9252,3.68569199668826,3.56998239431023,0,0,36,1500,0.7452,9.98899221439858
75003,0,0.1,"gamma","MSE","PMM",0.95888356988907,0.85029048640363,0.8696,3.96510815073782,3.69325923488404,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","MSE","LSE",0.95888356988907,0.85029048640363,0.8696,3.96510815073782,3.69325923488404,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","MSE","ridge-LSE",1.07347772641099,0.850156520788881,0.8216,3.97531078247486,3.69421340083094,0,0,108,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","MSE","Huber",0.876197740649663,0.85090124850402,0.8996,3.97902055811633,3.47473678480866,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","MSE","L1",2.07502902165282,0.853813533818648,0.82,3.94873050559726,2.78408673394252,0,0,108,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","ReserveTW4","PMM",0.95888356988907,0.85029048640363,0.8696,3.96510815073782,3.69325923488404,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","ReserveTW4","LSE",0.95888356988907,0.85029048640363,0.8696,3.96510815073782,3.69325923488404,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","ReserveTW4","ridge-LSE",1.07347772641099,0.850156520788881,0.8216,3.97531078247486,3.69421340083094,0,0,108,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","ReserveTW4","Huber",0.876197740649663,0.85090124850402,0.8996,3.97902055811633,3.47473678480866,0,0,72,1500,0.762,11.6662935755285
75003,0,0.1,"gamma","ReserveTW4","L1",2.07502902165282,0.853813533818648,0.82,3.94873050559726,2.78408673394252,0,0,108,1500,0.762,11.6662935755285
75004,0,0.1,"gamma","MSE","PMM",0.762691499288008,0.892150579475294,0.9584,4.17177199909938,2.84125605704269,0,0,36,1500,0.6636,9.74230676783824
75004,0,0.1,"gamma","MSE","LSE",0.762691499288008,0.892150579475294,0.9584,4.17177199909938,2.84125605704269,0,0,36,1500,0.6636,9.74230676783824
75004,0,0.1,"gamma","MSE","ridge-LSE",0.762692551871315,0.892150522341413,0.9584,4.17178044396273,2.84231961520031,0,0,36,1500,0.6636,9.74230676783824
